particle_id,x,y,z

1,99.942177,66.136559,29.644129
2,14.093749,72.846519,99.379562
3,91.948059,42.751080,24.818361

1,99.941490,66.140518,29.637941
2,14.085139,72.849701,99.391960
3,91.957359,42.743935,24.812151

1,99.940849,66.144524,29.631733
2,14.076461,72.852898,99.404419
3,91.966675,42.736736,24.805901

1,99.940262,66.148567,29.625505
2,14.067714,72.856110,99.416939
3,91.976013,42.729481,24.799610

1,99.939728,66.152649,29.619257
2,14.058898,72.859337,99.429520
3,91.985367,42.722172,24.793280

1,99.939240,66.156776,29.612988
2,14.050014,72.862579,99.442162
3,91.994736,42.714806,24.786909

1,99.938805,66.160942,29.606697
2,14.041062,72.865837,99.454865
3,92.004128,42.707382,24.780499

1,99.938416,66.165146,29.600388
2,14.032042,72.869110,99.467621
3,92.013535,42.699905,24.774048

1,99.938080,66.169388,29.594057
2,14.022953,72.872398,99.480438
3,92.022957,42.692371,24.767557

1,99.937798,66.173676,29.587706
2,14.013796,72.875702,99.493317
3,92.032402,42.684784,24.761026

1,99.937561,66.178001,29.581335
2,14.004570,72.879021,99.506256
3,92.041862,42.677139,24.754457

1,99.937378,66.182365,29.574944
2,13.995275,72.882355,99.519257
3,92.051338,42.669437,24.747849

1,99.937248,66.186775,29.568531
2,13.985913,72.885704,99.532318
3,92.060837,42.661682,24.741199

