particle_id,x,y,z
281,112.712997,146.460999,30.060001
282,219.856003,249.532990,48.240002
283,283.337006,32.230999,74.391998
284,107.521004,74.861000,24.535000
285,1.461000,120.548004,178.149994
286,116.462997,229.251999,122.406998
287,114.384003,85.963997,115.010002
288,144.166000,17.671000,146.552002
289,87.127998,168.414993,95.954002
290,270.997986,47.306000,109.335999
291,58.870003,83.060997,6.260000
292,106.055000,287.096008,4.719000
293,4.640000,60.628998,71.255997
294,238.574005,44.015999,209.412994
295,17.879999,176.875000,241.287994
296,62.169998,123.701996,134.412003
297,70.573997,84.788002,216.755005
298,3.050000,142.873993,265.682007
299,60.513000,287.423004,264.246002
300,154.860001,270.381012,3.662000
301,146.065002,8.859000,2.392000
302,39.308998,72.897003,260.710999
303,113.429001,256.708008,255.356995
304,147.798996,288.265015,250.977997
305,7.919001,256.566010,120.432999
306,89.388000,273.270996,153.895996
307,224.048004,245.987000,144.070999
308,168.311005,247.471008,176.380997
309,59.801003,182.949005,258.559998
310,288.519012,27.097000,147.798996
311,250.716003,178.151993,149.867004
312,60.809998,12.438000,236.212997
313,226.348999,264.606995,199.384003
314,253.105988,84.204002,126.223007
315,5.235000,23.631001,120.947998
316,9.191999,139.677994,237.434006
317,134.779999,2.985000,0.054000
318,114.633003,37.921001,212.858994
319,151.757004,241.576004,74.331001
320,109.503998,168.595993,27.568001
321,250.678986,203.526001,135.550995
322,2.910000,246.968994,5.097000
323,119.468002,73.747002,287.812988
324,240.291000,201.391006,217.044998
325,5.921000,235.929993,5.409000
326,244.106003,56.858002,282.657013
327,172.632004,193.347000,100.851997
328,58.766998,86.364998,177.350006
329,155.856995,114.712997,204.960999
330,174.945007,189.774994,14.163000
331,47.332001,158.324005,87.181000
332,154.647995,209.190002,10.242001
333,179.585999,172.600998,118.080002
334,224.526993,199.121994,135.770996
335,186.199005,137.671997,6.776000
336,143.492996,91.999001,76.985001
337,77.170998,250.343994,95.903999
338,152.791000,157.876007,35.791000
339,16.841999,196.145996,47.410000
340,90.592003,212.199997,129.669006
341,29.410000,220.270004,96.396004
342,80.796997,118.268997,173.927994
343,53.320000,29.455002,69.093002
344,228.585999,51.655998,66.362999
345,236.723007,286.998993,161.574997
346,103.166000,155.753006,33.050999
347,254.390015,1.592000,113.945000
348,102.884003,28.576000,152.602997
349,74.850998,252.704010,186.156006
350,242.481003,230.091995,38.452999
351,103.543999,253.494995,116.996002
352,40.115002,281.165009,15.070000
353,258.337006,186.130997,68.775002
354,31.198002,101.696999,255.149994
355,255.226013,276.240997,1.757000
356,195.731995,277.338013,15.375999
357,141.298996,63.932999,161.145996
358,17.716000,248.824005,133.192001
359,7.395000,245.899994,212.804993
360,231.294006,250.690002,0.336000
361,68.668999,132.218002,86.623001
362,272.510010,84.638000,125.871994
363,36.320000,103.697998,277.618988
364,221.606995,214.082001,199.389008
365,230.078003,2.719000,163.406006
366,146.188004,221.617004,3.095000
367,191.093002,271.557007,32.223000
368,207.386993,215.054001,226.725006
369,262.880005,100.846001,253.774994
370,266.207001,120.087006,77.513000
371,225.742004,124.132996,263.996002
372,252.851990,256.851990,69.413002
373,216.367004,155.673004,17.580999
374,107.036003,33.530998,129.557999
375,86.441002,135.962997,229.044006
376,82.741997,54.862999,223.628006
377,225.621994,100.249001,220.455994
378,265.567993,287.359009,129.798004
379,42.370998,225.494995,95.721001
380,198.147995,186.925003,102.011002
381,260.924011,57.808998,214.169006
382,50.745998,278.113007,208.087997
383,163.578995,146.052002,216.695999
384,288.720001,179.145004,44.141998
385,104.772003,178.035004,118.395004
386,10.920000,24.763000,74.210999
387,282.410004,238.093994,59.421997
388,243.735001,262.907013,44.362000
389,45.599998,14.646999,121.559998
390,98.167999,182.985001,251.485992
391,9.774000,255.851990,10.000000
392,208.876999,132.897995,199.729004
393,185.718002,95.408997,169.987000
394,75.950996,173.921997,201.630005
395,60.821999,263.403015,25.625999
396,5.930000,260.643005,9.104000
397,180.684006,124.158005,32.113998
398,117.431999,150.742996,226.903000
399,84.771004,103.563004,165.360992
400,266.115997,195.432999,141.695007
401,135.570007,90.441002,274.494995
402,74.888000,234.628998,101.540001
403,56.600998,155.649002,48.536999
404,17.233999,86.123001,138.330002
405,136.912003,71.650002,155.625000
406,53.716999,276.973999,214.507004
407,287.186005,91.828003,266.395996
408,49.792999,10.903999,170.442993
409,86.610001,145.072006,209.636002
410,85.892998,266.789001,74.443001
411,86.964996,252.268005,92.845001
412,104.774002,221.848007,110.445000
413,28.092999,1.600000,224.919998
414,41.165001,5.284000,197.492004
415,87.697998,172.945007,101.439003
416,198.218994,55.722000,149.233002
417,119.069000,178.848999,58.959000
418,262.812988,69.806000,162.156006
419,11.677999,149.184006,268.359985
420,176.214005,81.014999,245.160995
421,164.238007,68.755997,155.313004
422,126.688004,88.063004,240.753998
423,92.896004,30.182999,187.968002
424,149.048996,129.966003,121.330002
425,144.938004,74.521004,245.528000
426,159.744995,60.518997,217.513000
427,58.531998,192.391998,196.686996
428,199.378998,202.610001,146.649002
429,226.218994,155.576996,55.541000
430,183.569000,202.882996,33.324001
431,26.911999,220.343002,143.020004
432,285.476013,117.232002,93.168999
433,287.526001,78.748001,176.205994
434,196.916000,115.331001,51.949001
435,167.046997,53.874001,114.217003
436,64.386002,192.378006,171.270996
437,43.066002,75.448997,177.429001
438,180.391998,17.943001,260.447998
439,125.792007,38.276001,41.467999
440,277.277008,8.532000,47.438000
441,0.622000,56.846001,131.061996
442,183.201996,55.297997,71.073997
443,235.832001,13.972000,70.947998
444,273.980988,8.712999,106.882004
445,103.832001,35.119999,21.528000
446,172.009003,19.969999,64.750999
447,75.514999,32.181999,5.841000
448,260.015015,250.490997,177.188004
449,81.735001,17.306000,105.275002
450,233.453003,54.931999,203.630005
451,99.950996,45.805000,259.015991
452,8.263000,259.035004,282.428009
453,281.556000,6.681000,263.773987
454,171.175003,119.651001,133.505997
455,9.354000,115.575996,5.045000
456,221.735001,156.985001,244.436005
457,103.335999,96.390999,230.388000
458,16.708000,228.636002,61.794998
459,1.905000,70.527000,88.737000
460,84.095001,17.301001,268.127014
461,160.272995,205.673996,289.756989
462,42.662998,215.753006,70.018997
463,49.172001,283.558014,191.563995
464,47.625999,143.695999,55.094002
465,10.865999,289.627014,68.681000
466,121.037994,268.079010,70.616997
467,162.188995,133.315002,75.349998
468,21.153000,71.223000,83.765999
469,249.528015,4.965000,22.164001
470,135.266998,187.979004,24.312000
471,7.917999,124.485001,122.936996
472,237.184998,205.479996,171.764999
473,157.104996,0.897000,104.897003
474,93.055000,207.406006,62.279999
475,21.113001,183.664993,232.279999
476,125.225006,125.466003,43.138000
477,195.244003,132.417999,85.846001
478,1.526000,262.868988,176.940994
479,250.311005,6.159000,35.918999
480,166.345001,168.679001,114.478996
481,220.181000,171.792999,228.248001
482,210.449997,61.234001,105.260002
483,237.940994,197.167007,275.868011
484,188.255005,101.168999,125.729004
485,181.966995,262.520996,17.322001
486,53.783001,236.447998,289.751007
487,92.773003,0.903000,178.802994
488,126.281006,262.497009,241.173004
489,46.515999,120.968994,218.897995
490,183.039993,204.593994,141.522003
491,213.408997,125.501007,256.973999
492,30.898998,109.004997,70.240997
493,221.529999,150.871002,108.553001
494,50.629002,10.606001,78.031998
495,53.537998,183.511993,1.881000
496,248.584015,21.193001,1.680000
497,269.375000,229.337006,77.504997
498,194.936005,104.598999,153.233994
499,239.061996,245.046005,189.653000
500,68.374001,70.936996,123.981003
501,95.915001,46.634998,214.313995
502,172.209000,109.611000,27.284000
503,217.845993,270.381989,165.156006
504,163.699997,266.421997,160.365997
505,206.087006,192.843002,259.415009
506,8.801001,270.505005,21.791000
507,5.978000,126.817993,245.673004
508,136.391998,31.543999,12.205000
509,49.957001,232.759995,283.535004
510,124.806000,87.472000,80.345001
511,130.175003,278.250000,285.151001
512,112.223999,55.675003,117.446999
513,27.206001,81.038002,199.576996
514,213.511993,4.771000,153.423996
515,114.585999,149.384995,242.759003
516,238.748993,169.722000,115.845001
517,226.666000,117.297997,170.154007
518,230.582993,0.688000,86.139000
519,265.669006,104.074997,240.826996
520,265.240997,0.561000,280.061005
521,168.171997,266.102997,152.514999
522,270.450989,168.854004,114.944000
523,154.815994,153.003006,1.962000
524,116.943001,214.794006,68.975998
525,225.492996,51.028999,204.561005
526,192.794998,210.220993,289.707001
527,12.033001,121.761002,266.570007
528,193.031998,202.725006,35.655998
529,71.182999,283.166992,42.224998
530,50.497002,92.137001,225.100006
531,110.532997,197.705994,91.612999
532,80.424004,41.959000,206.811005
533,48.429001,64.038002,147.384003
534,242.699005,286.562012,201.313995
535,165.936996,193.723007,109.823997
536,245.300003,202.768997,78.912003
537,200.274994,135.598007,258.983002
538,160.173996,176.617996,14.611000
539,105.721001,153.968002,111.651001
540,178.936005,173.539993,232.298996
541,56.955002,79.134003,25.247002
542,123.186996,270.976990,15.459999
543,110.303001,102.528999,147.647003
544,221.311005,241.134003,56.620003
545,146.994003,86.837997,156.837006
546,179.136002,74.257004,116.633003
547,280.622986,247.657990,245.891006
548,54.306000,27.580002,104.639999
549,111.264000,197.576996,106.733002
550,147.093002,98.617996,288.319000
551,9.218000,194.287994,138.485001
552,286.755005,31.787998,256.989014
553,85.873001,41.651001,230.718994
554,260.184998,90.346001,136.886993
555,8.286000,221.406006,1.110000
556,257.125000,88.744003,208.656006
557,56.901001,19.132000,266.071991
558,2.954000,287.920013,184.156006
559,45.832001,18.653000,277.299011
560,173.595993,31.842999,38.098999
561,117.990997,154.837997,221.427002
562,243.223999,133.188004,117.583000
563,108.932999,101.663002,22.735001
564,248.675995,114.531998,272.647003
565,53.179001,122.990997,214.164993
566,51.498001,241.628006,53.388000
567,108.419998,215.363998,183.662994
568,169.664993,15.153999,116.724998
569,239.908997,275.255005,126.570999
570,192.485992,12.202999,271.869995
571,289.723999,177.332001,116.877998
572,155.985001,259.177002,208.317001
573,105.488998,209.585999,52.830002
574,201.156998,220.798004,240.901993
575,156.089996,62.832001,184.056000
576,64.891998,5.933000,185.035004
577,102.578003,214.496002,8.759000
578,83.949997,214.550003,49.355000
579,54.483002,116.510002,216.190994
580,0.054000,4.423000,261.220001
581,106.073997,21.875000,213.751007
582,282.709015,165.940002,46.678001
583,66.600998,170.811005,132.013000
584,2.806000,154.669998,4.594000
585,38.556999,226.097000,44.818001
586,39.554001,204.705002,153.764008
587,153.108002,198.203995,38.191002
588,234.537003,130.970993,109.676003
589,251.614014,285.453003,95.339996
590,26.817001,243.091003,9.090000
591,240.145996,3.827000,118.932007
592,208.757996,177.860992,268.071014
593,154.173996,235.778000,184.970001
594,219.891998,114.599998,43.530998
595,249.282013,183.751007,226.115997
596,269.929993,1.913000,238.307007
597,56.450996,239.819000,39.212002
598,92.356003,136.016998,32.037998
599,281.378998,123.748001,185.936005
600,156.455002,254.337006,139.617996
601,25.221001,91.010002,171.102005
602,9.182000,16.319000,33.740002
603,22.858002,170.192001,84.152000
604,285.622009,90.042999,243.929993
605,83.682999,3.193000,33.544998
606,255.450012,20.295000,26.363998
607,172.341995,63.552002,217.253006
608,25.641998,11.330000,0.044000
609,70.522003,95.362000,16.525999
610,150.828995,268.041992,18.452999
611,200.695999,153.598007,245.147003
612,256.338989,204.145004,228.492004
613,3.167000,151.406006,138.957993
614,60.353996,253.322998,36.603001
615,269.501007,185.546005,8.391000
616,123.654007,268.809998,86.917999
617,225.123001,152.621002,246.574005
618,207.350998,255.533997,204.223007
619,131.464005,110.015999,57.266998
620,205.337006,263.100006,277.873993
621,216.964005,264.295013,36.428001
622,88.931000,158.016998,135.516998
623,96.294998,99.388000,17.430000
624,210.537003,94.021004,244.570999
625,210.052002,109.302002,32.917999
626,225.473007,224.466995,111.087997
627,267.687988,242.197006,182.692001
628,40.817001,57.245003,77.155998
629,6.337000,132.100006,6.098000
630,84.512001,135.727005,120.569000
631,13.767000,242.638000,219.533997
632,81.867996,144.393005,211.322006
633,245.264008,130.341003,127.203995
634,121.121002,182.343994,205.332993
635,28.521000,130.975006,220.589005
636,211.768005,249.579010,101.710999
637,276.609009,26.327000,184.235001
638,74.572998,24.770000,100.469002
639,16.166000,152.375000,56.113998
640,31.629002,268.760010,272.527008
641,105.707001,34.636002,36.634998
642,169.703995,118.276993,242.546997
643,56.651001,242.656998,5.550000
644,22.349998,144.960007,184.348999
645,77.408997,83.012001,103.148003
646,220.998001,13.552000,151.067993
647,257.738007,42.077999,210.731003
648,124.162003,23.980999,254.161987
649,199.634003,186.794006,142.608002
650,128.324997,103.924004,5.461000
651,56.539001,63.013000,18.819000
652,89.140999,21.680000,282.798004
653,120.126999,0.608000,227.703995
654,218.567001,151.878998,249.854004
655,126.919006,138.615997,256.393005
656,88.068001,221.673996,24.983002
657,129.212006,265.466003,88.086998
658,265.274994,199.229004,159.438995
659,154.490997,286.316010,134.688004
660,70.477997,23.120998,247.752014
661,83.156998,45.653000,176.360001
662,181.050995,115.112000,77.945999
663,155.584000,241.570007,5.486000
664,39.676998,229.701996,91.482002
665,180.324997,39.812000,132.718002
666,94.662003,192.906998,206.815994
667,13.917999,20.655001,184.173996
668,30.209999,268.454010,116.210999
669,169.255005,211.606995,105.831001
670,227.878006,124.447998,257.842010
671,240.783997,130.447998,197.065994
672,134.623001,4.784000,7.394000
673,123.567993,23.062000,64.414001
674,270.670990,222.548996,8.933000
675,86.946999,65.811996,34.792000
676,141.414001,286.640991,106.598000
677,111.699997,281.686005,248.941010
678,287.292999,55.683998,168.117004
679,1.063000,62.762001,210.511002
680,38.907001,5.706000,7.986000
681,236.925003,102.112999,30.604000
682,109.092003,58.487000,177.960007
683,31.627998,13.947001,210.283997
684,126.085999,1.790000,17.261000
685,226.567001,172.751999,286.756012
686,165.845993,76.134003,78.274002
687,115.489998,216.128998,16.867001
688,113.978996,235.690002,163.203995
689,170.748001,157.399002,89.376999
690,149.942993,119.365997,46.682999
691,180.595993,16.771000,85.630997
692,127.214996,283.638000,12.907000
693,130.876007,279.644989,47.806000
694,97.997002,76.291000,148.274994
695,15.974001,8.576000,141.860001
696,3.550000,84.628998,41.280998
697,135.774002,9.979000,156.412003
698,113.195999,33.875999,22.092999
699,2.060000,64.900002,19.158001
700,160.552994,220.593002,24.018002
701,31.169998,7.392000,194.438004
702,31.624001,234.291000,119.393997
703,192.378998,139.977997,7.197000
704,287.425995,139.985001,53.858002
705,114.690002,41.166000,101.769997
706,94.011002,288.000000,52.122002
707,277.194000,151.839996,161.945999
708,162.660995,195.839996,7.935000
709,263.522003,91.963997,273.729004
710,0.032000,220.878006,285.489014
711,222.927002,23.537998,6.222000
712,101.433998,124.039001,226.113007
713,116.485001,178.539993,7.904000
714,116.204002,125.343994,59.293999
715,253.384003,125.789993,1.113000
716,240.363007,146.563995,228.619995
717,9.174000,26.396999,131.134003
718,210.421997,3.130000,54.014999
719,48.351002,257.992004,63.998001
720,15.353001,160.369995,92.692001
721,49.097000,46.174000,6.077999
722,33.317001,184.251999,15.938000
723,229.179993,273.923004,195.380997
724,143.524994,9.576000,73.211998
725,70.114998,100.763000,268.891998
726,172.089005,82.822998,169.246994
727,4.186000,210.123993,261.040985
728,174.016006,79.249001,7.734000
729,66.802002,182.093994,117.204002
730,265.441986,221.259003,2.953000
731,264.886993,42.015999,265.459015
732,132.763000,238.751999,239.501999
733,55.029999,260.451996,282.223999
734,278.559998,171.186005,263.429993
735,154.076004,13.117001,138.248001
736,59.072998,3.175000,190.820999
737,5.818000,5.191000,102.123001
738,140.544998,238.401001,261.334015
739,122.227005,260.764008,17.794001
740,26.591000,239.641006,260.497986
741,114.769997,175.755997,88.239998
742,107.785004,3.551000,226.862000
743,10.114000,74.652000,157.850998
744,110.964996,152.285995,246.260986
745,72.120003,122.296997,230.820007
746,73.582001,177.539001,193.324005
747,10.891001,59.135002,184.567993
748,188.410995,149.787994,3.959000
749,255.472992,286.453003,134.807999
750,203.014008,255.227997,193.141998
751,212.897003,0.664000,16.055000
752,203.845993,259.876007,242.082993
753,282.563995,204.917007,161.501999
754,35.948002,35.915001,7.555000
755,186.977997,38.669998,234.875000
756,264.325989,64.908997,147.621994
757,59.366997,274.908997,96.566002
758,268.114990,70.526001,166.264008
759,97.572998,252.876007,125.300003
760,200.940994,45.536999,250.410004
761,180.817001,90.546997,111.264000
762,85.351997,132.421005,193.759003
763,137.429993,41.562000,143.574005
764,230.330002,152.339005,249.018005
765,228.156998,282.445007,247.066986
766,245.895996,174.677994,108.481003
767,181.414993,64.097000,116.922997
768,289.276001,234.613998,203.216995
769,55.196999,270.247009,8.833000
770,222.774002,178.320999,264.515991
771,202.425003,270.859009,285.597992
772,218.052002,164.218994,197.188995
773,122.587006,106.480003,101.001999
774,272.067993,96.752998,221.509003
775,38.249001,203.753006,146.220993
776,145.722000,239.658997,240.391006
777,138.569000,228.626999,159.417007
778,154.427002,122.880997,161.384995
779,153.710999,275.187988,138.729004
780,118.820007,6.231001,255.028015
781,185.264999,84.825996,107.540001
782,165.897995,28.155998,199.028000
783,171.266006,57.819000,228.863007
784,129.585999,0.724000,57.766998
785,210.768997,94.607002,68.028000
786,149.186996,51.536999,127.380005
787,234.761993,1.839000,285.579987
788,97.074997,12.789000,82.953003
789,269.618988,12.899000,264.234985
790,129.966995,131.481003,97.045998
791,117.889999,195.623001,73.551003
792,42.882000,259.868011,224.617996
793,231.746994,6.245001,241.744995
794,125.576004,114.487999,69.693001
795,149.546005,81.487999,135.001007
796,271.005005,210.222000,70.296997
797,68.969002,145.434006,250.022003
798,143.709000,67.986000,99.820999
799,7.194000,30.789001,19.747000
800,130.382996,31.984001,50.931000
801,239.132996,11.236000,48.701000
802,84.728996,240.854996,168.397003
803,139.414993,269.462006,264.019012
804,261.859009,108.470001,237.214005
805,103.241997,41.101002,112.046997
806,4.640000,13.447001,50.144001
807,152.574997,9.226999,258.260986
808,165.283005,231.281006,67.292999
809,228.729996,285.433014,131.363007
810,77.383003,31.869999,156.764008
811,204.710007,23.851002,145.794998
812,52.974998,68.570999,257.131989
813,6.516001,232.835999,255.032990
814,14.830000,60.153000,211.927002
815,172.677002,196.981003,94.845001
816,160.378998,150.862000,47.771000
817,138.136002,208.878998,206.938004
818,59.140999,158.755005,90.885002
819,130.862000,45.784000,228.705002
820,122.664001,19.483000,77.656998
821,115.957001,20.063999,286.290009
