cell_idx,particle_id,x,y,z
200,700,41.169998,7.392000,204.438004
200,735,69.072998,3.175000,200.820999
200,811,62.974998,78.570999,267.131989
200,813,24.830000,70.153000,221.927002
200,836,38.625000,64.288002,290.145996
10,9,93.098999,119.293999,90.371002
10,60,97.657997,159.695999,1.222000
10,92,13.762000,164.164001,34.103001
10,105,40.400002,179.815002,52.445000
10,131,55.994999,119.200996,77.820999
10,140,90.728996,194.410995,80.984001
10,187,16.004999,146.544006,42.828999
10,213,40.265999,182.792999,50.750000
10,216,22.799000,136.199997,87.916000
10,233,14.150000,134.035995,83.400002
10,240,14.022000,124.583000,9.120000
10,243,52.743999,192.962997,2.733000
10,257,43.397999,100.102997,11.753000
10,265,96.516998,167.580994,85.679001
10,330,57.332001,168.324005,97.181000
10,360,78.668999,142.218002,96.623001
10,402,66.600998,165.649002,58.536999
10,454,9.354000,125.575996,15.045000
10,463,57.625999,153.695999,65.094002
10,491,40.898998,119.004997,80.240997
10,494,63.537998,193.511993,11.881000
10,583,2.806000,164.669998,14.594000
10,602,32.858002,180.192001,94.152000
10,608,80.522003,105.362000,26.525999
10,628,16.337000,142.100006,6.098000
10,638,26.166000,162.375000,66.113998
10,721,43.317001,194.251999,25.938000
10,907,94.232002,167.729004,69.938004
10,953,98.466003,107.301003,65.986000
110,31,74.389000,158.285995,168.574997
110,109,65.043999,167.278000,189.421005
110,144,63.313999,108.871002,176.641006
110,145,23.865000,196.298004,199.675003
110,153,81.777000,150.746002,146.701996
110,199,36.555000,121.550003,125.625999
110,238,28.975000,115.356003,160.371002
110,284,1.461000,130.548004,188.149994
110,288,97.127998,178.414993,105.954002
110,295,72.169998,133.701996,144.412003
110,341,90.796997,128.268997,183.927994
110,398,94.771004,113.563004,175.360992
110,414,97.697998,182.945007,111.439003
110,470,17.917999,134.485001,132.936996
110,582,76.600998,180.811005,142.013000
110,600,35.221001,101.010002,181.102005
110,612,13.167000,161.406006,148.957993
110,621,98.931000,168.016998,145.516998
110,629,94.512001,145.727005,130.569000
110,643,32.349998,154.960007,194.348999
110,719,25.353001,170.369995,102.692001
110,728,76.802002,192.093994,127.204002
110,817,69.140999,168.755005,100.885002
110,832,30.118000,110.694000,156.615997
110,876,15.046000,105.153000,137.783997
110,897,79.225998,185.910995,154.904007
110,909,26.007000,168.059998,127.850998
110,1004,54.972000,198.783997,169.522003
210,744,82.120003,132.296997,240.820007
210,745,83.582001,187.539001,203.324005
210,761,95.351997,142.421005,203.759003
210,796,78.969002,155.434006,260.022003
210,825,52.116001,187.210999,210.048996
210,846,95.212997,190.968994,280.640015
210,858,80.526001,189.559006,288.947998
210,916,10.175000,111.430000,239.968002
210,919,64.613998,137.822998,240.750000
210,972,52.887001,176.619995,296.819000
210,978,10.010000,145.283005,256.635986
210,987,57.165001,124.698997,277.497009
210,994,25.978001,173.306000,285.265015
210,52,85.857002,131.695999,262.010986
210,64,54.764999,191.975006,204.957001
210,76,47.102001,113.288002,270.971985
210,113,62.480999,185.785004,250.210007
210,132,71.257004,112.231003,267.765991
210,158,80.550003,137.830994,252.399002
210,168,44.271000,185.792007,233.716003
210,184,27.011000,112.497002,247.059006
210,205,58.710999,176.001007,231.567993
210,214,87.022003,123.821999,211.630005
210,224,32.692001,140.873993,247.320007
210,267,98.244003,136.464996,244.667999
210,294,27.879999,186.875000,251.287994
210,297,3.050000,152.873993,275.682007
210,308,69.801003,192.949005,268.559998
210,315,19.191999,149.677994,247.434006
210,353,41.198002,111.696999,265.149994
210,362,46.320000,113.697998,287.618988
210,374,96.441002,145.962997,239.044006
210,393,85.950996,183.921997,211.630005
210,408,96.610001,155.072006,219.636002
210,418,21.677999,159.184006,278.359985
210,474,31.113001,193.664993,242.279999
210,488,56.515999,130.968994,228.897995
210,506,15.978000,136.817993,255.673004
210,526,22.033001,131.761002,276.570007
210,529,60.497002,102.137001,235.100006
210,564,63.179001,132.990997,224.164993
210,578,64.483002,126.510002,226.190994
210,631,91.867996,154.393005,221.322006
210,634,38.521000,140.975006,230.589005
210,724,80.114998,110.763000,278.891998
20,872,60.430000,269.549011,3.817000
20,877,13.769000,203.380005,2.487000
20,928,27.954000,271.282013,87.176003
20,976,14.408000,216.007004,81.253998
20,1002,8.622000,219.014999,27.584000
20,16,48.778000,216.417007,74.303001
20,74,13.675000,285.131012,16.537001
20,121,65.890999,251.750000,42.862000
20,182,94.125999,269.756012,64.032997
20,186,87.185997,294.536987,30.563999
20,232,99.887001,287.811005,80.815002
20,321,12.910000,256.968994,15.097000
20,324,5.921000,245.929993,5.409000
20,338,26.841999,206.145996,57.410000
20,351,50.115002,291.165009,25.070000
20,390,19.774000,265.851990,10.000000
20,394,70.821999,273.403015,35.625999
20,395,5.930000,270.643005,9.104000
20,409,95.892998,276.789001,84.443001
20,457,26.708000,238.636002,71.794998
20,461,52.662998,225.753006,80.018997
20,464,20.865999,299.627014,78.681000
20,505,18.801001,280.505005,31.791000
20,528,81.182999,293.166992,52.224998
20,554,8.286000,231.406006,11.110000
20,565,61.498001,251.628006,63.388000
20,577,93.949997,224.550003,59.355000
20,584,48.556999,236.097000,54.818001
20,589,36.817001,253.091003,19.090000
20,596,66.450996,249.819000,49.212002
20,613,70.353996,263.322998,46.603001
20,642,66.651001,252.656998,15.550000
20,655,98.068001,231.673996,34.983002
20,718,58.351002,267.992004,73.998001
20,768,65.196999,280.247009,18.833000
20,824,88.575996,283.634003,18.648001
20,839,11.638000,239.888000,64.764999
120,886,60.509998,293.696014,133.641006
120,899,45.058998,254.244003,123.541000
120,930,64.967003,228.632996,124.320999
120,955,42.728001,201.037003,195.106995
120,968,64.709999,272.574005,198.886002
120,973,75.514000,271.428986,151.755997
120,1005,28.058001,203.593002,151.570007
120,1015,84.180000,247.134003,109.973999
120,8,57.259998,280.042999,109.040001
120,33,49.098999,211.468002,183.003006
120,71,91.082001,232.311005,193.054001
120,107,46.087002,273.352997,180.158005
120,108,30.878000,241.283997,184.033005
120,111,13.962000,269.815002,105.781998
120,156,1.491000,245.319000,108.563004
120,248,62.293999,215.886993,184.197998
120,254,46.446999,227.300003,191.457993
120,304,17.919001,266.566010,130.432999
120,305,99.388000,283.270996,163.895996
120,336,87.170998,260.343994,105.903999
120,340,39.410000,230.270004,106.396004
120,348,84.850998,262.704010,196.156006
120,357,27.716000,258.824005,143.192001
120,378,52.370998,235.494995,105.721001
120,401,84.888000,244.628998,111.540001
120,410,96.964996,262.268005,102.845001
120,430,36.911999,230.343002,153.020004
120,435,74.386002,202.378006,181.270996
120,477,1.526000,272.868988,186.940994
120,550,9.218000,204.287994,148.485001
120,557,12.954000,297.920013,194.156006
120,585,49.554001,214.705002,163.764008
120,663,49.676998,239.701996,101.482002
120,667,40.209999,278.454010,126.210999
120,701,41.624001,244.291000,129.393997
120,756,69.366997,284.908997,106.566002
120,774,48.249001,213.753006,156.220993
120,801,94.728996,250.854996,178.397003
120,838,46.997002,200.772003,133.891998
120,866,90.878998,234.692993,184.039993
220,948,57.040001,288.641998,238.574997
220,952,0.540000,279.796997,248.182999
220,960,40.469002,240.401993,297.261993
220,975,63.193001,282.164001,233.834000
220,985,48.168999,203.421005,272.678986
220,990,85.593002,201.132004,219.535995
220,29,75.237999,276.842987,281.126007
220,95,89.100998,225.414993,227.845993
220,101,1.944000,252.705994,210.550003
220,102,14.201000,260.536011,254.266998
220,117,68.709000,289.838013,207.925995
220,125,51.669998,292.140991,259.970001
220,193,29.768999,216.509003,238.481003
220,222,80.142998,239.307999,289.123993
220,249,13.322000,202.052994,292.614990
220,298,70.513000,297.423004,274.246002
220,358,17.395000,255.899994,222.804993
220,381,60.745998,288.113007,218.087997
220,405,63.716999,286.973999,224.507004
220,426,68.531998,202.391998,206.686996
220,451,8.263000,269.035004,292.428009
220,462,59.172001,293.558014,201.563995
220,485,63.783001,246.447998,299.751007
220,508,59.957001,242.759995,293.535004
220,630,23.767000,252.638000,229.533997
220,639,41.629002,278.760010,282.527008
220,709,10.032000,230.878006,295.489014
220,726,14.186000,220.123993,271.040985
220,732,65.029999,270.451996,292.223999
220,739,36.591000,249.641006,270.497986
220,791,52.882000,269.868011,234.617996
220,812,16.516001,242.835999,265.032990
220,880,28.393999,240.455002,223.285004
220,890,85.873001,290.269012,266.424011
220,892,13.522000,274.864014,202.016006
220,915,2.712000,289.377014,282.354004
220,935,32.410999,288.632996,262.229004
220,939,44.570999,290.147003,243.964996
1,4,157.156006,78.692001,65.836998
1,23,103.318001,20.195999,39.421001
1,79,185.399994,1.261000,90.080002
1,106,121.603996,30.629000,21.621000
1,126,197.128998,40.574001,74.738998
1,151,146.309998,93.383003,15.967000
1,204,195.457001,49.863998,51.247002
1,241,182.990997,84.600998,74.821999
1,273,162.292007,8.072000,64.057999
1,276,186.681000,58.409000,86.025002
1,283,117.521004,84.861000,34.535000
1,300,156.065002,8.859000,12.392000
1,316,144.779999,12.985000,0.054000
1,438,135.792007,48.276001,51.467999
1,441,193.201996,65.297997,81.073997
1,444,113.832001,45.119999,31.528000
1,445,182.009003,29.969999,74.750999
1,507,146.391998,41.543999,22.205000
1,509,134.806000,97.472000,90.345001
1,559,183.595993,41.842999,48.098999
1,640,115.707001,44.636002,46.634998
1,671,144.623001,4.784000,7.394000
1,672,133.567993,33.062000,74.414001
1,683,136.085999,11.790000,27.261000
1,685,175.845993,86.134003,88.274002
1,690,190.595993,26.771000,95.630997
1,697,123.195999,43.875999,32.092999
1,723,153.524994,19.576000,83.211998
1,727,184.016006,89.249001,7.734000
1,783,139.585999,0.724000,67.766998
1,787,107.074997,22.789000,92.953003
1,799,140.382996,41.984001,60.931000
1,819,132.664001,29.483000,87.656998
1,869,109.615997,29.084999,50.693001
1,873,178.865005,20.294001,47.120998
1,931,122.496002,10.426000,92.157997
1,956,141.279999,41.965000,9.676000
1,983,183.996002,36.981998,11.610000
101,734,164.076004,23.117001,148.248001
101,762,147.429993,51.562000,153.574005
101,766,191.414993,74.097000,126.922997
101,780,195.264999,94.825996,117.540001
101,785,159.186996,61.536999,137.380005
101,794,159.546005,91.487999,145.001007
101,797,153.709000,77.986000,109.820999
101,804,113.241997,51.101002,122.046997
101,826,119.746002,37.333000,162.572006
101,828,131.022003,56.301998,152.319000
101,843,176.307007,34.015999,171.940002
101,868,196.910004,90.732002,154.119003
101,888,136.727997,51.911999,179.143997
101,984,160.703003,90.912003,197.046005
101,989,196.824005,37.655998,137.160004
101,84,136.757996,39.722000,155.860001
101,90,178.664993,38.102001,158.276993
101,99,186.470001,70.105003,135.320007
101,128,147.302994,90.362000,124.742996
101,176,155.001999,64.906998,113.723999
101,221,164.533005,93.787003,171.714005
101,228,113.433998,68.511002,110.098000
101,234,152.378998,27.757999,137.427994
101,272,103.294998,83.822998,187.860992
101,275,149.401993,97.419998,179.554993
101,286,124.384003,95.963997,125.010002
101,287,154.166000,27.671000,156.552002
101,347,112.884003,38.576000,162.602997
101,356,151.298996,73.932999,171.145996
101,373,117.036003,43.530998,139.557999
101,404,146.912003,81.650002,165.625000
101,420,174.238007,78.755997,165.313004
101,422,102.896004,40.182999,197.968002
101,434,177.046997,63.874001,124.217003
101,472,167.104996,10.897000,114.897003
101,486,102.773003,0.903000,188.802994
101,511,122.223999,65.675003,127.446999
101,544,156.994003,96.837997,166.837006
101,545,189.136002,84.257004,126.633003
101,567,179.664993,25.153999,126.724998
101,574,166.089996,72.832001,194.056000
101,664,190.324997,49.812000,142.718002
101,681,119.092003,68.487000,187.960007
101,693,107.997002,86.291000,158.274994
101,696,145.774002,9.979000,166.412003
101,704,124.690002,51.166000,111.769997
101,725,182.089005,92.822998,179.246994
201,806,162.574997,19.226999,268.260986
201,818,140.862000,55.784000,238.705002
201,820,125.957001,30.063999,296.290009
201,845,159.703003,18.851999,276.079010
201,851,112.689003,95.205002,299.864014
201,852,136.505005,59.490002,258.434998
201,883,182.957001,59.540001,210.617996
201,896,199.123001,21.407000,235.865005
201,905,196.522995,38.000000,235.694000
201,971,193.352997,9.123000,299.772003
201,997,199.061005,59.783001,230.692001
201,11,105.105003,54.540001,220.552002
201,24,149.942001,20.660000,243.876007
201,47,128.557999,41.194000,245.126999
201,103,197.656998,33.979000,263.859009
201,115,173.356995,3.535000,236.957993
201,120,104.257004,76.629997,237.625000
201,136,161.350998,38.620998,218.664001
201,143,181.022003,64.910004,249.164001
201,146,178.500000,60.550999,200.347000
201,217,166.371994,20.084999,274.748993
201,230,164.932007,16.896000,227.117004
201,252,193.511002,49.112999,214.095001
201,271,125.174004,57.480000,241.050995
201,278,169.214005,1.947000,237.955002
201,317,124.633003,47.921001,222.858994
201,322,129.468002,83.747002,297.812988
201,419,186.214005,91.014999,255.160995
201,421,136.688004,98.063004,250.753998
201,424,154.938004,84.521004,255.528000
201,425,169.744995,70.518997,227.513000
201,437,190.391998,27.943001,270.447998
201,450,109.950996,55.805000,269.015991
201,500,105.915001,56.634998,224.313995
201,580,116.073997,31.875000,223.751007
201,606,182.341995,73.552002,227.253006
201,647,134.162003,33.980999,264.161987
201,652,130.126999,10.608000,237.703995
201,741,117.785004,13.551000,236.862000
201,754,196.977997,48.669998,244.875000
201,779,128.820007,16.231001,265.028015
201,781,175.897995,38.155998,209.028000
201,782,181.266006,67.819000,238.863007
11,713,126.204002,135.343994,69.293999
11,740,124.769997,185.755997,98.239998
11,747,198.410995,159.787994,3.959000
11,793,135.576004,124.487999,79.693001
11,815,170.378998,160.862000,57.771000
11,860,106.790001,174.591003,23.569000
11,904,141.356003,199.837997,74.125999
11,950,100.544998,180.679993,73.696999
11,42,176.927002,199.085999,69.767998
11,48,122.941002,142.559998,59.113998
11,54,126.416000,147.917007,13.548000
11,86,128.612000,179.432007,24.624001
11,110,121.679001,141.990997,5.929000
11,147,126.144997,174.227997,79.358002
11,148,174.149002,139.794006,35.477001
11,189,145.059006,127.933998,85.102997
11,280,122.712997,156.460999,40.060001
11,319,119.503998,178.595993,37.568001
11,329,184.945007,199.774994,24.163000
11,334,196.199005,147.671997,6.776000
11,335,153.492996,101.999001,86.985001
11,337,162.791000,167.876007,45.791000
11,345,113.166000,165.753006,43.050999
11,396,190.684006,134.158005,42.113998
11,416,129.069000,188.848999,68.959000
11,466,172.188995,143.315002,85.349998
11,469,145.266998,197.979004,34.312000
11,475,135.225006,135.466003,53.138000
11,501,182.209000,119.611000,37.284000
11,522,164.815994,163.003006,1.962000
11,537,170.173996,186.617996,24.611000
11,562,118.932999,111.663002,32.735001
11,597,102.356003,146.016998,42.037998
11,618,141.464005,120.015999,67.266998
11,622,106.294998,109.388000,27.430000
11,649,138.324997,113.924004,15.461000
11,661,191.050995,125.112000,87.945999
11,688,180.748001,167.399002,99.376999
11,689,159.942993,129.365997,56.682999
11,712,126.485001,188.539993,7.904000
111,966,188.270996,126.653999,110.712997
111,967,164.214996,114.774002,191.380005
111,1006,116.810997,168.246994,132.723007
111,1007,106.449997,173.358994,155.322006
111,1021,122.078003,121.150002,196.878998
111,38,118.313004,129.203003,185.962997
111,44,137.026001,164.792999,133.399994
111,63,134.973007,138.807999,188.365005
111,69,122.473000,181.061005,105.655998
111,129,154.921997,131.300003,146.089005
111,141,162.347000,132.981003,143.955002
111,181,182.139999,131.362000,134.345001
111,223,168.919998,166.878006,178.957993
111,229,122.181999,140.839996,160.464005
111,258,130.479996,191.882004,180.311005
111,268,170.139999,108.987000,188.768005
111,332,189.585999,182.600998,128.080002
111,384,114.772003,188.035004,128.395004
111,392,195.718002,105.408997,179.987000
111,423,159.048996,139.966003,131.330002
111,453,181.175003,129.651001,143.505997
111,479,176.345001,178.679001,124.478996
111,483,198.255005,111.168999,135.729004
111,538,115.721001,163.968002,121.651001
111,542,120.303001,112.528999,157.647003
111,760,190.817001,100.546997,121.264000
111,772,132.587006,116.480003,111.001999
111,777,164.427002,132.880997,171.384995
111,789,139.966995,141.481003,107.045998
111,823,197.315002,107.628998,191.354996
111,829,152.848007,160.056000,122.697998
111,837,137.322006,184.876007,147.244003
111,859,145.046997,119.780998,102.162003
111,895,175.335007,197.647995,189.878006
111,906,145.399002,196.263000,107.978996
111,929,118.507004,100.744003,135.087997
111,932,154.294006,199.126007,127.890999
211,13,192.546005,148.380005,283.872009
211,77,141.218002,196.024994,239.522003
211,80,153.529999,135.992004,202.384003
211,155,100.985001,139.733994,293.895996
211,195,177.565002,184.783005,251.182007
211,219,157.863007,166.347000,232.169006
211,246,176.774994,137.001999,268.635010
211,262,110.771004,176.110992,263.304993
211,328,165.856995,124.712997,214.960999
211,382,173.578995,156.052002,226.695999
211,389,108.167999,192.985001,261.485992
211,397,127.431999,160.742996,236.903000
211,400,145.570007,100.441002,284.494995
211,456,113.335999,106.390999,240.388000
211,514,124.585999,159.384995,252.759003
211,539,188.936005,183.539993,242.298996
211,549,157.093002,108.617996,298.319000
211,560,127.990997,164.837997,231.427002
211,633,131.121002,192.343994,215.332993
211,641,179.703995,128.276993,252.546997
211,654,136.919006,148.615997,266.393005
211,711,111.433998,134.039001,236.113007
211,743,120.964996,162.285995,256.260986
211,833,192.164993,128.826004,282.927002
211,849,168.671005,159.119995,283.497986
211,878,184.462997,185.082001,209.192001
211,902,106.289001,111.402000,254.632996
211,923,124.224998,197.953003,259.763000
211,940,143.815002,111.092003,202.557999
211,982,105.700996,108.697998,264.583008
211,995,111.971001,101.822998,224.097000
211,1014,158.029999,135.304001,249.324005
21,807,175.283005,241.281006,77.292999
21,840,129.626999,206.477005,87.489998
21,879,126.277000,292.300995,41.414001
21,898,137.751999,281.218994,86.710999
21,922,187.449005,281.223999,62.330002
21,986,152.401993,280.600006,20.978001
21,1009,105.584999,225.138000,84.501999
21,1022,182.697006,212.669998,9.493000
21,67,176.740997,279.713989,80.237000
21,100,161.884995,292.459015,39.731998
21,122,128.294006,291.075012,43.903999
21,135,169.968994,222.007996,41.412998
21,191,194.279999,247.705994,76.093002
21,242,102.893997,224.645004,20.681000
21,291,116.055000,297.096008,4.719000
21,299,164.860001,280.381012,3.662000
21,318,161.757004,251.576004,84.331001
21,331,164.647995,219.190002,20.242001
21,365,156.188004,231.617004,13.095000
21,429,193.569000,212.882996,43.324001
21,465,131.037994,278.079010,80.616997
21,473,103.055000,217.406006,72.279999
21,484,191.966995,272.520996,27.322001
21,523,126.943001,224.794006,78.975998
21,541,133.186996,280.976990,25.459999
21,572,115.488998,219.585999,62.830002
21,576,112.578003,224.496002,8.759000
21,586,163.108002,208.203995,48.191002
21,609,160.828995,278.041992,28.452999
21,615,133.654007,278.809998,96.917999
21,656,139.212006,275.466003,98.086998
21,662,165.584000,251.570007,5.486000
21,686,125.489998,226.128998,26.867001
21,691,137.214996,293.638000,22.907000
21,692,140.876007,289.644989,57.806000
21,699,170.552994,230.593002,34.018002
21,705,104.011002,298.000000,62.122002
21,707,172.660995,205.839996,7.935000
21,738,132.227005,270.764008,27.794001
21,790,127.889999,205.623001,83.551003
121,776,148.569000,238.626999,169.417007
121,778,163.710999,285.187988,148.729004
121,814,182.677002,206.981003,104.845001
121,822,137.975998,256.196991,188.686005
121,1008,148.567001,287.904999,114.940002
121,3,183.626999,210.653000,129.026993
121,6,178.875000,299.420013,113.855003
121,51,142.936996,243.326996,190.434998
121,58,149.279999,261.092010,167.860001
121,65,171.779007,240.462997,188.444000
121,88,180.395996,227.130005,174.582993
121,152,198.054001,200.886002,162.914001
121,159,150.113007,229.371994,175.798004
121,164,106.335999,226.153000,125.815002
121,194,125.023003,211.671997,154.106995
121,244,142.518005,279.191010,119.183998
121,279,186.761993,214.705002,189.104996
121,285,126.462997,239.251999,132.406998
121,307,178.311005,257.471008,186.380997
121,326,182.632004,203.347000,110.851997
121,339,100.592003,222.199997,139.669006
121,350,113.543999,263.494995,126.996002
121,411,114.774002,231.848007,120.445000
121,489,193.039993,214.593994,151.522003
121,503,173.699997,276.421997,170.365997
121,520,178.171997,276.102997,162.514999
121,530,120.532997,207.705994,101.612999
121,534,175.936996,203.723007,119.823997
121,548,121.264000,207.576996,116.733002
121,566,118.419998,225.363998,193.662994
121,592,164.173996,245.778000,194.970001
121,599,166.455002,264.337006,149.617996
121,658,164.490997,296.316010,144.688004
121,668,179.255005,221.606995,115.831001
121,675,151.414001,296.640991,116.598000
121,687,123.978996,245.690002,173.203995
121,758,107.572998,262.876007,135.300003
221,992,134.772003,218.143005,276.703003
221,1017,100.280998,215.554001,294.829987
221,2,128.061996,224.901993,218.873993
221,26,193.697006,288.667999,257.109009
221,59,157.136002,263.855011,281.959991
221,89,174.776001,264.720001,289.731995
221,119,111.053001,218.369995,249.119003
221,150,174.830002,252.158997,289.283997
221,160,192.798004,270.078003,280.721008
221,170,150.606995,285.979004,206.987000
221,253,185.953995,285.531006,264.519012
221,260,107.963997,256.652008,209.067001
221,302,123.429001,266.708008,265.356995
221,303,157.798996,298.265015,260.977997
221,460,170.272995,215.673996,299.756989
221,487,136.281006,272.497009,251.173004
221,510,140.175003,288.250000,295.151001
221,571,165.985001,269.177002,218.317001
221,665,104.662003,202.906998,216.815994
221,676,121.699997,291.686005,258.941010
221,731,142.763000,248.751999,249.501999
221,737,150.544998,248.401001,271.334015
221,775,155.722000,249.658997,250.391006
221,802,149.414993,279.462006,274.019012
221,816,148.136002,218.878998,216.938004
221,831,186.199005,209.511993,289.992004
221,835,131.761993,240.031006,251.216995
221,865,133.535995,254.873001,219.904007
221,885,144.416000,297.135986,223.125000
221,946,142.395996,236.988998,244.279007
221,949,109.885002,287.549988,241.065994
221,959,121.814003,252.391998,224.990005
221,961,126.207001,202.897995,239.395996
221,963,102.851997,201.942993,251.332993
2,7,224.979996,8.527000,56.443001
2,34,249.389008,79.549004,97.001999
2,35,203.660995,52.445000,47.750000
2,97,233.626007,44.173000,2.928000
2,112,245.485992,25.392000,23.742001
2,165,223.867004,21.136000,20.239000
2,172,266.243011,26.341999,62.896000
2,196,217.389008,72.888000,6.693000
2,247,221.072998,25.443001,8.264000
2,259,297.072998,13.578000,70.546997
2,263,221.919006,71.855003,27.139999
2,282,293.337006,42.230999,84.391998
2,343,238.585999,61.655998,76.362999
2,439,287.277008,18.532000,57.438000
2,442,245.832001,23.972000,80.947998
2,468,259.528015,4.965000,32.164001
2,478,260.311005,16.159000,45.918999
2,495,258.584015,31.193001,1.680000
2,517,240.582993,10.688000,96.139000
2,605,265.450012,30.295000,36.363998
2,710,232.927002,33.537998,16.222000
2,717,220.421997,13.130000,64.014999
2,750,222.897003,0.664000,26.055000
2,800,249.132996,21.236000,58.701000
2,830,241.020004,4.937000,31.415001
2,842,219.496002,87.021004,2.356000
2,871,215.645996,87.556999,10.709000
2,901,260.613007,65.932999,34.806000
2,921,203.123001,42.458000,24.386000
2,926,230.494995,13.634000,54.771999
2,938,268.411011,98.954002,28.698000
2,965,261.152008,83.968002,60.749001
2,998,280.247986,61.050999,64.037003
102,918,221.350998,79.741997,131.332993
102,941,202.276993,66.778999,118.603996
102,974,237.789001,67.279999,161.399994
102,988,211.610001,72.367996,101.666000
102,999,231.317993,30.354000,195.100998
102,1019,274.884003,83.666000,188.496002
102,1,292.811005,85.402000,147.425995
102,28,267.622986,68.255997,177.054993
102,61,225.490997,83.223000,132.815994
